user_id,country,age_group,gender,customer_tier,preferred_sport,registration_date,is_active
2545,Australia,18-24,Male,Bronze,Rugby,2023-12-23,True
2546,Australia,18-24,Male,Silver,Handball,2022-08-01,True
2547,Australia,35-44,Male,Silver,Snooker,2023-12-08,True
2548,Australia,25-34,Male,Bronze,Tennis,2023-12-23,True
2549,Australia,45-54,Male,Gold,Basketball,2023-05-16,True
2550,Australia,35-44,Female,Silver,Football,2022-11-21,True
2551,Australia,55+,Male,Bronze,Football,2023-05-07,True
2552,Australia,25-34,Male,Bronze,Tennis,2022-12-24,True
2553,Ireland,35-44,Male,Bronze,Ice Hockey,2023-07-28,True
2554,New Zealand,25-34,Male,Silver,Tennis,2022-10-08,True
2555,Australia,35-44,Male,Gold,Rugby,2022-10-22,True
2556,Canada,25-34,Male,Bronze,Ice Hockey,2022-05-05,True
2557,Australia,25-34,Male,Bronze,Football,2023-08-11,True
2558,Australia,25-34,Male,Bronze,Basketball,2023-11-24,True
2559,Australia,25-34,Female,Silver,Tennis,2023-07-11,True
2560,Australia,45-54,Male,VIP,Tennis,2023-01-24,True
2561,Ireland,35-44,Female,Silver,Rugby,2023-02-09,True
2562,United Kingdom,35-44,Male,Silver,Tennis,2022-12-20,True
2563,Australia,18-24,Male,Silver,Handball,2022-05-30,True
2564,Australia,35-44,Female,Bronze,Ice Hockey,2022-10-25,False
2565,Australia,25-34,Male,Silver,Tennis,2022-02-13,True
2566,Australia,45-54,Female,Silver,Ice Hockey,2022-10-22,True
2567,Australia,45-54,Female,Silver,Football,2022-03-22,True
2568,Australia,18-24,Male,Gold,Football,2022-12-21,True
2569,Ireland,45-54,Male,Silver,Football,2023-03-29,True
2570,New Zealand,18-24,Male,Silver,Tennis,2023-11-03,False
2571,Australia,25-34,Female,Gold,Football,2022-09-20,True
2572,New Zealand,35-44,Female,VIP,Table Tennis,2023-05-06,True
2573,Australia,18-24,Male,Silver,Tennis,2022-08-08,True
2574,Australia,35-44,Male,Bronze,Basketball,2022-07-26,True
2575,Australia,18-24,Male,Bronze,Football,2023-07-06,True
2576,United Kingdom,18-24,Male,Silver,Football,2022-10-05,True
2577,Canada,35-44,Male,Bronze,Football,2023-07-30,False
2578,United Kingdom,35-44,Male,Bronze,Ice Hockey,2023-12-14,True
2579,Australia,45-54,Male,Bronze,Tennis,2022-10-06,True
2580,United Kingdom,35-44,Male,Silver,Tennis,2022-05-21,True
2581,Australia,35-44,Female,Silver,Basketball,2022-04-22,False
2582,New Zealand,25-34,Female,Bronze,Rugby,2023-09-23,False
2583,Australia,18-24,Female,Bronze,Football,2023-08-24,True
2584,Australia,18-24,Female,Silver,Rugby,2022-09-03,False
2585,United Kingdom,35-44,Male,Bronze,Tennis,2022-09-06,True
2586,United Kingdom,35-44,Male,Bronze,Basketball,2022-02-21,True
2587,Australia,25-34,Male,Silver,Football,2023-11-17,False
2588,United Kingdom,35-44,Female,Silver,Tennis,2023-06-28,True
2589,Australia,25-34,Female,Bronze,Football,2022-08-20,False
2590,United Kingdom,18-24,Male,Silver,Baseball,2023-10-16,False
2591,Ireland,25-34,Female,Bronze,Tennis,2022-08-27,False
2592,Ireland,45-54,Male,Silver,Table Tennis,2022-02-23,True
2593,United Kingdom,35-44,Male,Bronze,Tennis,2022-04-13,True
2594,Australia,45-54,Male,Bronze,Football,2023-02-28,True
2595,Australia,18-24,Male,Silver,Tennis,2022-12-05,True
2596,Ireland,55+,Male,Silver,Football,2023-04-29,True
2597,Australia,25-34,Male,Bronze,Handball,2022-04-13,True
2598,Australia,18-24,Male,Bronze,Rugby,2023-11-29,False
2599,Australia,55+,Male,Gold,Ice Hockey,2022-05-21,False
2600,Australia,25-34,Male,Silver,Basketball,2022-01-06,True
2601,United Kingdom,35-44,Male,Bronze,Tennis,2023-07-18,True
2602,Australia,18-24,Male,Silver,Table Tennis,2022-06-11,True
2603,United Kingdom,35-44,Male,Bronze,Football,2023-02-21,True
2604,Australia,45-54,Male,Silver,Rugby,2023-10-31,True
2605,Australia,25-34,Female,Bronze,Basketball,2023-05-03,False
2606,Australia,35-44,Male,Bronze,Baseball,2023-05-04,True
2607,Australia,25-34,Male,Bronze,Rugby,2023-10-29,True
2608,Australia,35-44,Female,Bronze,Table Tennis,2022-07-24,True
2609,United Kingdom,25-34,Female,Bronze,Basketball,2022-10-22,True
2610,Australia,25-34,Female,Bronze,Football,2022-11-25,True
2611,Ireland,25-34,Male,Bronze,Tennis,2022-10-20,True
2612,Australia,18-24,Male,Bronze,Ice Hockey,2023-10-24,False
2613,Australia,45-54,Male,Silver,Rugby,2022-03-02,True
2614,United Kingdom,25-34,Male,Bronze,Football,2022-04-02,True
2615,Australia,25-34,Female,Silver,Tennis,2023-10-30,True
2616,Australia,25-34,Male,Bronze,Football,2023-08-11,True
2617,Australia,25-34,Male,Bronze,Volleyball,2022-08-26,True
2618,Australia,35-44,Male,Silver,Football,2023-07-02,True
2619,Ireland,55+,Male,VIP,Basketball,2022-02-08,True
2620,Australia,25-34,Male,Bronze,Football,2022-06-29,True
2621,Ireland,45-54,Female,Bronze,Football,2023-03-04,True
2622,New Zealand,35-44,Female,Silver,Snooker,2022-06-30,True
2623,Australia,18-24,Female,Gold,Football,2022-02-07,True
2624,New Zealand,35-44,Male,VIP,Football,2023-02-11,True
2625,Australia,25-34,Male,Bronze,Football,2023-05-23,True
2626,Canada,35-44,Male,Bronze,Tennis,2022-07-10,True
2627,Australia,45-54,Male,Silver,Basketball,2022-10-24,True
2628,United Kingdom,25-34,Female,Silver,Football,2022-02-08,True
2629,Australia,45-54,Male,Silver,Ice Hockey,2022-01-10,True
2630,Australia,35-44,Female,Gold,Football,2022-11-02,True
2631,United Kingdom,25-34,Male,Silver,Volleyball,2023-08-05,True
2632,United Kingdom,35-44,Male,Bronze,Rugby,2023-09-10,True
2633,Australia,25-34,Male,Bronze,Table Tennis,2022-04-20,False
2634,Australia,55+,Male,Silver,Snooker,2022-12-10,True
2635,United Kingdom,35-44,Male,Bronze,Football,2022-10-19,True
2636,United Kingdom,18-24,Male,Bronze,Football,2023-04-11,True
2637,Canada,25-34,Female,Bronze,Ice Hockey,2023-10-19,True
2638,Ireland,35-44,Female,Bronze,Football,2023-07-11,True
2639,Canada,18-24,Male,Bronze,Football,2023-06-21,False
2640,United Kingdom,18-24,Female,Gold,Football,2023-05-21,False
2641,Australia,25-34,Male,Bronze,Tennis,2022-05-18,True
2642,Australia,25-34,Male,Silver,Tennis,2023-06-01,True
2643,Ireland,25-34,Female,Bronze,Football,2023-04-25,True
2644,United Kingdom,25-34,Female,Bronze,Football,2022-10-07,True
2645,Australia,18-24,Male,VIP,Ice Hockey,2022-07-17,True
2646,Australia,35-44,Male,Gold,Football,2022-04-26,True
2647,Canada,25-34,Male,Bronze,Baseball,2022-12-05,True
2648,Australia,25-34,Male,Silver,Football,2022-06-16,True
2649,Australia,25-34,Male,Bronze,Basketball,2023-04-15,True
2650,Australia,35-44,Female,VIP,Tennis,2023-10-26,True
2651,Australia,18-24,Male,Bronze,Football,2022-09-21,True
2652,Australia,18-24,Male,Bronze,Tennis,2022-07-10,True
2653,Australia,18-24,Male,Silver,Tennis,2022-01-15,True
2654,Australia,45-54,Male,Gold,Volleyball,2022-12-12,True
2655,Ireland,35-44,Male,Bronze,Ice Hockey,2022-10-30,True
2656,Australia,35-44,Male,Silver,Football,2023-08-05,True
2657,Ireland,35-44,Female,Bronze,Football,2023-11-22,True
2658,New Zealand,35-44,Male,Gold,Football,2022-07-17,True
2659,Australia,25-34,Male,Bronze,Football,2022-06-29,False
2660,United Kingdom,35-44,Female,Gold,Tennis,2023-09-18,True
2661,Australia,18-24,Male,Bronze,Table Tennis,2023-10-17,True
2662,New Zealand,35-44,Male,Bronze,Tennis,2023-02-20,True
2663,Australia,35-44,Male,VIP,Ice Hockey,2023-03-14,True
2664,United Kingdom,25-34,Male,VIP,Ice Hockey,2023-06-12,True
2665,United Kingdom,25-34,Male,Silver,Volleyball,2022-12-02,True
2666,Australia,25-34,Male,Bronze,Football,2022-03-30,True
2667,Australia,35-44,Female,Silver,Ice Hockey,2023-02-15,True
2668,United Kingdom,35-44,Female,Silver,Handball,2023-11-17,True
2669,United Kingdom,45-54,Male,Silver,Football,2022-04-08,True
2670,Australia,25-34,Male,Silver,Football,2022-07-09,True
2671,United Kingdom,35-44,Male,Bronze,Baseball,2022-05-24,True
2672,Australia,35-44,Male,Silver,Rugby,2023-05-04,False
2673,United Kingdom,45-54,Male,Silver,Football,2022-11-28,True
2674,Australia,25-34,Male,Bronze,Tennis,2022-09-12,True
2675,New Zealand,25-34,Male,Silver,Tennis,2022-01-07,False
2676,Australia,35-44,Female,Silver,Tennis,2022-09-25,True
2677,Australia,35-44,Male,Silver,Football,2023-01-28,True
2678,Australia,55+,Female,Bronze,Football,2022-08-30,True
2679,Australia,18-24,Female,Silver,Basketball,2023-04-03,True
2680,Australia,18-24,Male,Bronze,Rugby,2022-10-01,True
2681,Australia,55+,Female,Silver,Volleyball,2022-12-04,True
2682,Ireland,25-34,Female,Silver,Football,2022-11-06,True
2683,Australia,35-44,Male,Silver,Rugby,2023-08-20,True
2684,Australia,25-34,Male,Bronze,Football,2023-08-10,False
2685,Australia,18-24,Male,Silver,Tennis,2022-01-12,True
2686,Australia,35-44,Female,VIP,Handball,2022-09-25,True
2687,Australia,35-44,Male,Bronze,Tennis,2023-11-01,True
2688,Australia,25-34,Male,Gold,Football,2023-01-04,True
2689,Australia,25-34,Male,Silver,Football,2023-12-11,True
2690,Australia,45-54,Male,Silver,Tennis,2022-08-30,True
2691,Australia,18-24,Male,Bronze,Rugby,2022-03-05,True
2692,United Kingdom,45-54,Female,Bronze,Table Tennis,2023-11-15,False
2693,Australia,25-34,Male,Gold,Rugby,2022-05-02,True
2694,Australia,35-44,Female,Bronze,Volleyball,2023-04-22,True
2695,Canada,55+,Female,Bronze,Ice Hockey,2022-11-11,True
2696,Australia,35-44,Male,Silver,Handball,2022-06-13,True
2697,United Kingdom,25-34,Male,Bronze,Football,2023-02-20,False
2698,Australia,35-44,Female,Silver,Snooker,2023-12-04,True
2699,Ireland,25-34,Female,Silver,Football,2023-05-30,True
2700,Ireland,25-34,Male,Gold,Snooker,2023-12-22,True
2701,Australia,55+,Male,Silver,Football,2022-11-15,True
2702,Canada,35-44,Male,Bronze,Ice Hockey,2023-12-08,False
2703,Australia,35-44,Female,Bronze,Ice Hockey,2022-05-01,False
2704,Australia,25-34,Female,Silver,Table Tennis,2023-10-17,True
2705,Ireland,18-24,Male,Bronze,Rugby,2022-10-30,True
2706,Ireland,18-24,Female,VIP,Football,2023-01-12,True
2707,Australia,35-44,Male,Silver,Tennis,2023-09-22,True
2708,Australia,35-44,Female,Bronze,Football,2022-08-15,True
2709,Australia,35-44,Male,Gold,Football,2022-08-13,True
2710,Australia,45-54,Male,Bronze,Football,2022-05-17,True
2711,Ireland,18-24,Male,Bronze,Football,2023-05-05,True
2712,Australia,25-34,Male,Silver,Tennis,2022-06-06,True
2713,Australia,25-34,Male,Gold,Handball,2023-04-11,True
2714,Australia,25-34,Male,Silver,Handball,2023-09-13,True
2715,Australia,18-24,Male,Bronze,Football,2023-01-18,True
2716,Australia,55+,Male,Bronze,Football,2023-03-02,True
2717,United Kingdom,25-34,Male,Bronze,Football,2023-12-20,False
2718,Canada,55+,Female,Bronze,Football,2023-07-17,True
2719,Ireland,25-34,Male,Bronze,Football,2023-04-28,True
2720,Australia,55+,Male,Silver,Football,2023-07-05,True
2721,New Zealand,35-44,Male,Gold,Basketball,2023-11-12,True
2722,Ireland,55+,Male,Bronze,Tennis,2022-08-12,True
2723,Ireland,18-24,Female,Bronze,Tennis,2022-09-11,True
2724,Australia,35-44,Female,Gold,Football,2023-11-28,True
2725,Australia,45-54,Male,Silver,Ice Hockey,2023-09-03,False
2726,Australia,18-24,Female,Gold,Rugby,2022-03-25,True
2727,Australia,18-24,Female,Bronze,Football,2023-06-23,True
2728,Australia,25-34,Female,Bronze,Football,2023-04-03,True
2729,Australia,55+,Male,Silver,Football,2023-06-25,True
2730,Australia,35-44,Male,Silver,Football,2023-12-22,True
2731,United Kingdom,25-34,Male,Bronze,Tennis,2023-01-06,True
2732,Australia,18-24,Male,Silver,Football,2022-03-21,True
2733,Australia,18-24,Male,Bronze,Tennis,2023-08-01,False
2734,Canada,45-54,Male,Bronze,Football,2022-04-25,True
2735,New Zealand,18-24,Male,Silver,Ice Hockey,2022-03-05,False
2736,Ireland,35-44,Male,Bronze,Football,2023-07-15,True
2737,Canada,45-54,Male,Silver,Tennis,2023-06-02,True
2738,Australia,25-34,Male,Bronze,Football,2022-07-27,True
2739,Canada,35-44,Female,Bronze,Football,2023-08-10,True
2740,Australia,18-24,Female,Bronze,Volleyball,2023-07-04,True
2741,Australia,35-44,Male,Bronze,Basketball,2022-06-03,False
2742,Australia,18-24,Male,Bronze,Football,2022-06-18,True
2743,Australia,35-44,Male,Silver,Basketball,2022-12-02,False
2744,Australia,25-34,Male,Gold,Basketball,2023-06-17,False
2745,United Kingdom,25-34,Female,Bronze,Tennis,2023-03-29,True
2746,Ireland,35-44,Male,Bronze,Tennis,2022-04-30,True
2747,United Kingdom,18-24,Male,VIP,Handball,2023-11-28,True
2748,Australia,35-44,Female,Bronze,Football,2022-07-30,False
2749,Ireland,25-34,Male,Bronze,Football,2023-08-21,False
2750,United Kingdom,35-44,Male,Bronze,Football,2023-05-16,True
2751,Australia,18-24,Male,Silver,Rugby,2022-04-04,True
2752,United Kingdom,35-44,Male,Bronze,Handball,2023-06-07,True
2753,Australia,18-24,Male,Silver,Volleyball,2023-04-02,False
2754,Australia,25-34,Male,Bronze,Rugby,2022-02-26,False
2755,New Zealand,25-34,Male,Bronze,Table Tennis,2023-04-10,True
2756,Australia,35-44,Female,Bronze,Ice Hockey,2022-05-16,True
2757,Australia,25-34,Male,Silver,Ice Hockey,2023-06-10,True
2758,New Zealand,45-54,Female,Silver,Table Tennis,2023-03-02,True
2759,United Kingdom,45-54,Male,Bronze,Football,2023-04-13,False
2760,Australia,25-34,Male,Bronze,Basketball,2023-08-01,True
2761,Australia,35-44,Male,Silver,Ice Hockey,2022-03-01,True
2762,Australia,18-24,Male,Gold,Handball,2023-07-27,True
2763,United Kingdom,25-34,Male,Bronze,Handball,2023-04-19,True
2764,Australia,35-44,Male,Silver,Volleyball,2023-11-20,True
2765,Australia,35-44,Female,Bronze,Snooker,2022-11-12,True
2766,Canada,35-44,Male,Bronze,Tennis,2022-01-23,True
2767,Australia,25-34,Male,Bronze,Football,2023-02-10,True
2768,Australia,25-34,Female,Silver,Football,2022-09-18,True
2769,Australia,18-24,Male,Bronze,Tennis,2022-01-04,True
2770,United Kingdom,35-44,Male,Gold,Tennis,2022-08-12,True
2771,Australia,25-34,Male,Silver,Tennis,2023-08-16,True
2772,Australia,35-44,Male,Gold,Tennis,2022-03-16,True
2773,Ireland,25-34,Male,Bronze,Handball,2022-02-16,True
2774,Australia,25-34,Male,Bronze,Football,2023-03-10,False
2775,Australia,25-34,Male,VIP,Volleyball,2022-12-19,True
2776,Australia,18-24,Male,Silver,Handball,2023-12-19,True
2777,Australia,25-34,Male,Gold,Tennis,2022-03-07,True
2778,Australia,45-54,Female,Bronze,Tennis,2023-07-09,False
2779,Australia,45-54,Female,Bronze,Rugby,2022-03-03,True
2780,Australia,25-34,Male,Silver,Ice Hockey,2022-03-12,True
2781,Australia,25-34,Male,Bronze,Football,2023-04-29,True
2782,Ireland,18-24,Female,Silver,Football,2022-02-02,True
2783,Canada,45-54,Male,Bronze,Football,2022-10-21,False
2784,Ireland,18-24,Male,Bronze,Football,2023-02-23,False
2785,New Zealand,55+,Male,Bronze,Football,2022-07-04,True
2786,Australia,25-34,Female,Bronze,Football,2022-05-19,True
2787,Canada,25-34,Male,Bronze,Basketball,2023-10-19,True
2788,Australia,55+,Female,Silver,Baseball,2023-10-24,True
2789,Canada,18-24,Male,Bronze,Ice Hockey,2023-03-07,True
2790,Canada,35-44,Male,Bronze,Snooker,2023-01-19,True
2791,United Kingdom,35-44,Male,Gold,Rugby,2023-01-27,True
2792,Canada,25-34,Male,Bronze,Ice Hockey,2023-04-05,False
2793,United Kingdom,25-34,Female,Bronze,Tennis,2023-01-22,True
2794,Australia,35-44,Female,Silver,Football,2023-01-20,True
2795,Australia,35-44,Male,Gold,Volleyball,2022-03-24,True
2796,United Kingdom,18-24,Female,Bronze,Handball,2023-12-01,False
2797,Australia,55+,Female,Bronze,Tennis,2023-11-09,False
2798,United Kingdom,18-24,Male,Silver,Football,2023-07-07,True
2799,Canada,25-34,Male,Bronze,Rugby,2022-05-17,False
2800,Australia,25-34,Male,Silver,Football,2023-11-01,True
2801,Ireland,18-24,Male,VIP,Football,2022-12-23,True
2802,New Zealand,18-24,Male,Gold,Rugby,2022-05-02,True
2803,New Zealand,55+,Male,Bronze,Tennis,2022-07-02,True
2804,Canada,25-34,Male,Bronze,Ice Hockey,2023-07-05,True
2805,Australia,18-24,Female,VIP,Handball,2023-02-07,True
2806,Canada,18-24,Female,Bronze,Tennis,2023-06-26,True
2807,Ireland,35-44,Male,Bronze,Tennis,2022-05-11,True
2808,Australia,45-54,Male,Silver,Football,2022-08-17,True
2809,Australia,25-34,Male,Bronze,Football,2022-01-04,True
2810,United Kingdom,18-24,Male,Bronze,Rugby,2022-01-24,True
2811,Australia,25-34,Male,Gold,Tennis,2022-11-02,True
2812,United Kingdom,18-24,Male,Bronze,Football,2023-04-20,True
2813,United Kingdom,18-24,Male,Bronze,Football,2023-11-21,False
2814,Australia,25-34,Male,Bronze,Tennis,2023-07-12,False
2815,United Kingdom,25-34,Male,Silver,Tennis,2023-03-11,True
2816,Ireland,25-34,Male,Bronze,Basketball,2023-06-29,True
2817,Australia,25-34,Female,Bronze,Tennis,2023-01-24,True
2818,Australia,55+,Female,Silver,Football,2022-08-24,True
2819,Australia,45-54,Male,Gold,Tennis,2022-09-11,True
2820,Australia,35-44,Male,Bronze,Handball,2023-04-17,True
2821,New Zealand,25-34,Male,Gold,Football,2022-12-21,False
2822,Australia,25-34,Male,Bronze,Ice Hockey,2022-06-08,True
2823,United Kingdom,25-34,Male,Silver,Basketball,2022-10-10,True
2824,Australia,35-44,Male,Bronze,Ice Hockey,2022-07-13,False
2825,Australia,25-34,Female,Bronze,Football,2022-04-26,True
2826,Ireland,45-54,Male,Silver,Snooker,2022-02-02,False
2827,United Kingdom,55+,Female,Bronze,Basketball,2023-11-08,True
2828,Australia,25-34,Male,Bronze,Volleyball,2023-03-06,True
2829,Australia,35-44,Male,Bronze,Football,2023-09-22,True
2830,Australia,18-24,Male,Silver,Ice Hockey,2022-01-17,True
2831,Australia,25-34,Male,Bronze,Rugby,2022-09-04,True
2832,United Kingdom,25-34,Male,Bronze,Football,2022-07-31,True
2833,Australia,25-34,Male,Bronze,Football,2022-03-10,True
2834,Australia,45-54,Male,Bronze,Basketball,2022-04-14,False
2835,Australia,18-24,Male,Bronze,Football,2023-09-01,False
2836,New Zealand,25-34,Male,Bronze,Ice Hockey,2022-02-04,True
2837,Canada,35-44,Female,Bronze,Football,2023-04-03,True
2838,Australia,35-44,Male,Bronze,Football,2023-09-05,True
2839,Ireland,25-34,Male,Silver,Basketball,2023-11-20,True
2840,Australia,45-54,Male,Silver,Football,2023-12-22,True
2841,Australia,35-44,Female,Gold,Baseball,2022-02-19,False
2842,Ireland,25-34,Male,Bronze,Volleyball,2022-09-08,False
2843,New Zealand,18-24,Male,VIP,Basketball,2022-02-15,True
2844,Canada,25-34,Male,Bronze,Rugby,2023-02-16,True
2845,United Kingdom,45-54,Male,VIP,Handball,2023-03-26,True
2846,Australia,35-44,Male,Bronze,Football,2022-08-28,True
2847,Ireland,45-54,Female,Bronze,Volleyball,2023-07-07,True
2848,Australia,25-34,Female,Bronze,Football,2022-08-11,True
2849,United Kingdom,18-24,Male,Bronze,Tennis,2022-02-27,True
2850,Australia,18-24,Male,Gold,Tennis,2022-05-24,True
2851,United Kingdom,25-34,Male,Silver,Ice Hockey,2023-05-31,True
2852,Australia,35-44,Male,VIP,Football,2022-10-24,True
2853,Australia,45-54,Female,Silver,Football,2022-08-28,True
2854,New Zealand,25-34,Male,Bronze,Basketball,2023-08-13,True
2855,Australia,25-34,Male,Bronze,Football,2022-11-23,False
2856,Australia,25-34,Male,VIP,Rugby,2023-08-15,False
2857,Australia,25-34,Female,Silver,Basketball,2023-09-05,False
2858,Australia,25-34,Male,Silver,Football,2023-11-20,True
2859,Australia,18-24,Male,Bronze,Football,2022-11-25,True
2860,Australia,25-34,Male,Silver,Basketball,2022-08-31,True
2861,New Zealand,18-24,Male,Gold,Tennis,2022-11-06,True
2862,Australia,25-34,Female,Bronze,Football,2022-05-27,False
2863,Canada,18-24,Male,Bronze,Football,2023-11-08,False
2864,United Kingdom,35-44,Male,Bronze,Football,2023-06-18,True
2865,Australia,25-34,Male,Silver,Football,2022-08-15,True
2866,United Kingdom,55+,Female,Bronze,Tennis,2023-02-28,True
2867,Australia,25-34,Male,Bronze,Rugby,2022-11-04,True
2868,Ireland,25-34,Male,Bronze,Tennis,2022-10-09,True
2869,Australia,25-34,Male,Silver,Rugby,2022-03-04,True
2870,Australia,18-24,Male,Bronze,Football,2023-07-25,False
2871,New Zealand,45-54,Male,Bronze,Tennis,2023-08-29,True
2872,New Zealand,18-24,Female,VIP,Basketball,2022-06-29,True
2873,New Zealand,55+,Male,VIP,Basketball,2023-10-04,True
2874,Australia,45-54,Male,Bronze,Ice Hockey,2023-11-27,False
2875,Ireland,35-44,Female,Silver,Ice Hockey,2023-03-14,False
2876,Australia,35-44,Male,Silver,Basketball,2023-07-24,True
2877,Australia,35-44,Male,Bronze,Football,2023-05-23,False
2878,Australia,25-34,Male,Bronze,Ice Hockey,2022-02-18,True
2879,United Kingdom,35-44,Male,Bronze,Ice Hockey,2022-12-19,True
2880,Australia,18-24,Male,Bronze,Table Tennis,2023-10-21,True
2881,Australia,18-24,Female,Bronze,Ice Hockey,2023-11-19,True
2882,New Zealand,25-34,Female,Gold,Ice Hockey,2023-01-26,True
2883,Australia,35-44,Male,Bronze,Tennis,2023-06-22,False
2884,Australia,45-54,Male,Silver,Volleyball,2022-11-23,False
2885,Australia,18-24,Male,Bronze,Table Tennis,2023-12-15,True
2886,New Zealand,45-54,Male,Silver,Rugby,2023-03-03,True
2887,Australia,25-34,Male,Bronze,Basketball,2023-02-23,True
2888,Australia,25-34,Male,Silver,Football,2022-06-02,True
2889,Ireland,25-34,Female,Silver,Ice Hockey,2022-11-04,True
2890,Ireland,25-34,Female,Silver,Ice Hockey,2023-01-21,True
2891,Australia,18-24,Male,Bronze,Rugby,2022-07-08,True
2892,United Kingdom,25-34,Male,Silver,Football,2023-07-05,True
2893,Ireland,45-54,Male,Gold,Basketball,2023-04-30,True
2894,United Kingdom,25-34,Female,Silver,Football,2022-09-04,True
2895,Australia,25-34,Male,Bronze,Rugby,2022-08-19,True
2896,New Zealand,45-54,Male,Silver,Football,2022-11-04,True
2897,Australia,35-44,Male,Bronze,Ice Hockey,2023-12-26,True
2898,Australia,25-34,Female,Gold,Football,2022-05-28,True
2899,Australia,25-34,Female,Silver,Football,2023-04-20,True
2900,Australia,45-54,Male,Bronze,Basketball,2022-03-01,False
2901,Australia,35-44,Female,Bronze,Football,2023-07-30,True
2902,Ireland,25-34,Male,Bronze,Basketball,2023-02-27,True
2903,Australia,25-34,Male,Gold,Snooker,2023-03-03,True
2904,Australia,45-54,Female,Bronze,Baseball,2023-07-25,False
2905,Australia,18-24,Female,Bronze,Football,2023-06-27,True
2906,Australia,55+,Male,Gold,Rugby,2022-05-18,True
2907,Canada,18-24,Male,Bronze,Football,2023-02-02,True
2908,Australia,45-54,Female,Bronze,Handball,2022-09-06,True
2909,Australia,25-34,Female,Silver,Rugby,2022-09-19,True
2910,Australia,25-34,Female,Bronze,Football,2022-07-28,False
2911,Australia,45-54,Male,Bronze,Tennis,2022-12-05,False
2912,Australia,25-34,Female,Bronze,Football,2023-10-25,True
2913,United Kingdom,35-44,Female,Silver,Rugby,2022-03-22,True
2914,Canada,18-24,Male,Gold,Tennis,2023-04-06,True
2915,Australia,18-24,Female,Bronze,Ice Hockey,2023-01-15,False
2916,United Kingdom,25-34,Male,Bronze,Basketball,2022-04-05,True
2917,United Kingdom,35-44,Male,Bronze,Baseball,2023-07-03,True
2918,Ireland,18-24,Male,Gold,Snooker,2022-07-15,True
2919,Australia,18-24,Male,Bronze,Tennis,2022-02-22,True
2920,Australia,25-34,Male,Gold,Ice Hockey,2022-10-02,True
2921,Australia,35-44,Female,Bronze,Rugby,2023-01-22,True
2922,United Kingdom,35-44,Male,Gold,Handball,2023-11-21,True
2923,Ireland,18-24,Male,Silver,Football,2023-09-12,False
2924,Australia,18-24,Female,Silver,Football,2023-09-10,True
2925,Australia,55+,Male,Bronze,Football,2022-02-10,False
2926,New Zealand,25-34,Male,Silver,Tennis,2022-03-16,True
2927,Ireland,45-54,Male,Bronze,Football,2022-07-12,True
2928,Canada,45-54,Male,Bronze,Tennis,2023-08-25,True
2929,Ireland,35-44,Male,Bronze,Basketball,2023-11-19,False
2930,Australia,18-24,Female,Gold,Tennis,2023-07-27,True
2931,United Kingdom,45-54,Male,Silver,Basketball,2022-08-11,True
2932,United Kingdom,35-44,Female,Silver,Football,2023-05-06,True
2933,Australia,35-44,Male,Silver,Volleyball,2022-08-02,True
2934,Australia,25-34,Male,Bronze,Snooker,2022-12-07,False
2935,United Kingdom,25-34,Male,Gold,Basketball,2022-11-07,True
2936,Australia,18-24,Male,Silver,Handball,2022-01-16,False
2937,Ireland,25-34,Male,Silver,Football,2022-08-05,False
2938,United Kingdom,35-44,Male,Bronze,Rugby,2022-07-14,True
2939,Canada,25-34,Male,VIP,Football,2022-05-01,True
2940,Australia,25-34,Male,Gold,Tennis,2023-05-06,True
2941,Australia,25-34,Male,Silver,Football,2022-09-06,True
2942,United Kingdom,35-44,Male,Bronze,Basketball,2023-12-14,True
2943,Australia,45-54,Male,Silver,Football,2023-09-11,True
2944,United Kingdom,18-24,Female,Silver,Basketball,2023-12-22,True
2945,Ireland,25-34,Male,Bronze,Football,2022-07-29,True
2946,Australia,18-24,Male,Bronze,Volleyball,2023-02-11,False
2947,Australia,35-44,Male,Bronze,Basketball,2022-09-03,True
2948,Australia,35-44,Male,Silver,Football,2023-07-20,True
2949,Australia,55+,Female,Bronze,Football,2022-11-26,True
2950,New Zealand,25-34,Male,Bronze,Volleyball,2022-10-17,True
2951,Ireland,55+,Male,Silver,Football,2023-01-25,True
2952,United Kingdom,18-24,Female,Silver,Tennis,2023-04-23,True
2953,United Kingdom,35-44,Male,Bronze,Basketball,2023-07-01,True
2954,Australia,18-24,Male,Bronze,Football,2023-10-27,True
2955,New Zealand,45-54,Male,Gold,Football,2023-01-03,True
2956,United Kingdom,25-34,Male,Silver,Tennis,2022-11-12,True
2957,United Kingdom,35-44,Female,Bronze,Football,2022-09-25,True
2958,New Zealand,45-54,Female,Gold,Football,2023-01-04,True
2959,Australia,18-24,Male,Bronze,Football,2023-06-10,True
2960,Ireland,18-24,Female,VIP,Football,2023-05-25,True
2961,Australia,45-54,Male,Bronze,Football,2023-04-23,True
2962,Australia,25-34,Male,Bronze,Baseball,2022-04-11,True
2963,Australia,18-24,Female,Bronze,Basketball,2023-04-26,True
2964,Canada,25-34,Male,Bronze,Rugby,2022-11-24,True
2965,New Zealand,35-44,Male,Silver,Football,2022-07-28,True
2966,United Kingdom,18-24,Male,Silver,Football,2023-01-15,True
2967,United Kingdom,25-34,Male,Gold,Rugby,2022-11-17,True
2968,United Kingdom,18-24,Female,Bronze,Basketball,2023-02-28,True
